"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"WBC",230,1430,7.30083916083916,2.41818961266565,7,7.1006993006993,2.37216,1.9,21,19.1,0.953999654024861,1.52277705704549,0.0639473177116939
"aims_facial1_date1",231,1452,0.236225895316804,0.621227147494794,0,0.0679862306368331,0,0,3,3,2.87557100178817,7.96442895148621,0.0163029845833647
"aims_facial2_date1",232,1451,0.267401791867677,0.670690896868009,0,0.0818260120585702,0,0,4,4,2.670466613923,6.6810422326138,0.0176071354642599
"aims_facial3_date1",233,1452,0.274104683195592,0.694026067236845,0,0.0774526678141136,0,0,4,4,2.68931576648128,6.87158359472161,0.0182134607610823
"aims_facial4_date1",234,1452,0.296831955922865,0.702984396714671,0,0.104991394148021,0,0,4,4,2.49880677923021,5.6011517809133,0.0184485559399692
"aims_extrem5_date1",235,1452,0.267906336088154,0.670735339842924,0,0.0774526678141136,0,0,4,4,2.57088110967342,5.87875923670669,0.0176022376824231
"aims_extrem6_date1",236,1452,0.192837465564738,0.569138242283617,0,0.0283993115318417,0,0,4,4,3.19663758657581,10.1349915145566,0.0149360053358435
"aims_global8_date1",237,1452,0.495867768595041,0.866313914122703,0,0.317555938037866,0,0,4,4,1.5920856783396,1.41466076650432,0.0227348441600664
"aims_global9_date1",238,1451,0.135079255685734,0.459027807651087,0,0,0,0,3,3,3.82364283440413,15.3812448614372,0.0120505061704535
"aims_global10_date1",239,1451,0.29841488628532,0.698661949847315,0,0.118001722652885,0,0,4,4,2.68124422106499,7.4231094197814,0.0183414381380914
"aims_dental11_date1",240,1450,0.201379310344828,0.401169134555343,0,0.126724137931034,0,0,1,1,1.48772534398852,0.213475350069867,0.0105352176063768
"aims_dental12_date1",241,1451,0.102687801516196,0.303655337256235,0,0.00344530577088717,0,0,1,1,2.61505944535469,4.84187424961285,0.00797163146612416
"aims07",242,1452,0.0950413223140496,0.420760606875431,0,0,0,0,4,4,5.02499208047908,27.0886712535388,0.0110421022565418
"bar01",243,1452,0.24931129476584,0.565337680354779,0,0.112736660929432,0,0,3,3,2.39615830916508,5.49872800572216,0.0148362664516305
"bar02",244,1452,0.488292011019284,0.727902571177651,0,0.345955249569707,0,0,3,3,1.31028296109718,0.796344892576744,0.0191024884278744
"bar03",245,1449,0.311939268461008,0.624656508182866,0,0.169681309216193,0,0,3,3,2.08755871465881,3.99169604354816,0.0164099431474632
"brsgca",246,1452,0.541322314049587,0.88424476731062,0,0.366609294320138,0,0,5,5,1.59904167164981,1.917075175402,0.023205407019832
"sa01",247,1449,0.314009661835749,0.59121422243774,0,0.192937123169681,0,0,4,4,1.96152911928096,4.01431156474262,0.0155314027006581
"sa02",248,1452,0.253443526170799,0.557347255343287,0,0.131669535283993,0,0,4,4,2.58427847829548,7.91776480953433,0.0146265721774793
"sa03",249,1451,0.17091660923501,0.44536903017743,0,0.05770887166236,0,0,3,3,2.88091620589112,9.22464532460957,0.0116919327256999
"sa04",250,1452,0.189393939393939,0.473208229035219,0,0.0740103270223752,0,0,3,3,2.78516967851712,8.59996387466573,0.0124184953825559
"sa05",251,1452,0.123278236914601,0.388438351066303,0,0.00516351118760757,0,0,3,3,3.51713550235854,13.7322501714595,0.0101938630250775
"sa06",252,1452,0.245179063360882,0.528130947154393,0,0.134251290877797,0,0,4,4,2.47283554975403,7.32261301334149,0.0138598429321346
"criteria",253,1452,0.146005509641873,0.353233397611399,0,0.0576592082616179,0,0,1,1,2.00292891267843,2.01311209269641,0.0092699725998958
"facial",254,1451,1.07512060647829,2.14746231212465,0,0.529715762273902,0,0,13,13,2.51569173538623,6.64563538610596,0.0563756866397616
"extremty",255,1452,0.460743801652893,1.05622841646227,0,0.186746987951807,0,0,7,7,2.67187662554862,7.43989099262777,0.0277188072986465
"sevscore",256,1452,1.6301652892562,3.07323865613808,0,0.878657487091222,0,0,23,23,2.6705681672887,8.63479086036422,0.0806515984275129
"brsobj",257,1449,1.04899930986888,1.63430105885249,0,0.701119724375538,0,0,9,9,1.67434203729665,2.38757224161688,0.042933655713641
"epsmean",258,1452,0.216115704028926,0.323451742831395,0,0.148995986359725,0,0,2.6666667,2.6666667,2.32250703982279,7.84865909743553,0.0084884068542527
"b1_score",259,1452,1.6301652892562,3.07323865613808,0,0.878657487091222,0,0,23,23,2.6705681672887,8.63479086036422,0.0806515984275129
"b1_index",260,1452,0.495867768595041,0.866313914122703,0,0.317555938037866,0,0,4,4,1.5920856783396,1.41466076650432,0.0227348441600664
"b1_obj",261,1449,1.04899930986888,1.63430105885249,0,0.701119724375538,0,0,9,9,1.67434203729665,2.38757224161688,0.042933655713641
"b1_gca",262,1452,0.541322314049587,0.88424476731062,0,0.366609294320138,0,0,5,5,1.59904167164981,1.917075175402,0.023205407019832
"b1_eps",263,1452,0.216115704028926,0.323451742831395,0,0.148995986359725,0,0,2.6666667,2.6666667,2.32250703982279,7.84865909743553,0.0084884068542527
"si2_tep1",264,1452,0.120523415977961,0.32568477633772,0,0.0258175559380379,0,0,1,1,2.32872559028766,3.42532333558857,0.00854700878588844
"si1_tep1",265,1452,0.178374655647383,0.382959713416643,0,0.0981067125645439,0,0,1,1,1.67852558916478,0.818012945896464,0.0100500860740855
"gca_tep1",266,1452,0.0557851239669422,0.229585376672212,0,0,0,0,1,1,3.8670489327953,12.962996554829,0.0060250535919865
"eps_tep1",267,1452,0.0544077134986226,0.226898591449872,0,0,0,0,1,1,3.92497284285468,13.4146519807984,0.00595454376601501
"cs01",268,1444,3.53116343490305,1.56397366163761,4,3.49567474048443,1.4826,1,7,6,0.0970711225746742,-0.56837578441563,0.0411572016220424
"cs02a",269,1419,3.7723749119098,1.59501097540712,4,3.83553210202287,1.4826,1,6,5,-0.144286921767717,-1.11073147026268,0.0423421082475244
"cs02aa",270,1362,29.7650513950073,32.8032768435197,10,24.9724770642202,13.3434,1,100,99,0.971079158069113,-0.542161220558969,0.888850406581955
"cs02b",271,1419,3.39816772374912,1.67619086691897,3,3.37291116974494,1.4826,1,6,5,0.0889584177143407,-1.24087854316619,0.0444971578408601
"cs02ba",272,1359,26.3245033112583,31.9533428966023,10,20.8898071625344,13.3434,1,100,99,1.14770962618118,-0.134323798151802,0.866775388947079
"cs02c",273,1421,3.53483462350457,1.90579651126495,4,3.54353562005277,2.9652,1,6,5,-0.0248742950642283,-1.48672240975713,0.0505567896651416
"cs02ca",274,1360,28.6727941176471,34.6430700956619,10,23.2867647058824,13.3434,1,100,99,1.02528764398033,-0.49761937635623,0.939392132011967
"cs02d",275,1420,3.8056338028169,1.58311094382208,4,3.86795774647887,1.4826,1,6,5,-0.193442264938252,-1.12200415956621,0.0420114023795187
"cs02da",276,1361,31.3350477590007,32.8377385369636,14,26.9779614325069,17.7912,1,100,99,0.856986666868694,-0.721687810257276,0.890111020254019
"cs02e",277,1420,3.0943661971831,1.71124765004566,3,2.99295774647887,1.4826,1,6,5,0.298549133535925,-1.20448431637207,0.0454117974975945
"cs02ea",278,1362,23.0602055800294,30.3912651216782,7,17.2091743119266,8.8956,1,100,99,1.33707936502817,0.408178120156992,0.823493594521187
"cs02f",279,1420,3.40774647887324,1.65590212010944,3,3.38468309859155,1.4826,1,6,5,0.0290370298206272,-1.19518280329819,0.0439430796309587
"cs02fa",280,1364,26.8482404692082,31.8450898483901,10,21.5247252747253,13.3434,1,100,99,1.1048708387064,-0.19335632536732,0.862254150201445
"cs03",281,1427,60.0280308339173,26.9402340806242,60,61.7436570428696,29.652,1,100,99,-0.456317223584111,-0.489812276329542,0.713163944486865
"cs04",282,1443,2.68814968814969,1.07862454139287,3,2.73506493506494,1.4826,1,4,3,-0.32840994528602,-1.15707618400042,0.0283946900116173
"cs05",283,1443,3.13652113652114,0.950985085334135,3,3.28917748917749,1.4826,1,4,3,-0.936940831467046,-0.0652448140094366,0.0250345932875441
"cs06",284,1448,0.662292817679558,0.47309154518037,1,0.702586206896552,0,0,1,1,-0.685620948658181,-1.53097979075863,0.0124325697874627
"cs07",285,1448,0.345994475138122,0.475855732985249,0,0.307758620689655,0,0,1,1,0.646831200245209,-1.58270099344955,0.012505211030241
"cs08",286,1448,0.170580110497238,0.376271594541954,0,0.0887931034482759,0,0,1,1,1.7497594522372,1.06239326818958,0.00988819797318338
"cs09",287,1448,0.0849447513812155,0.278895783470089,0,0,0,0,1,1,2.97436270346625,6.85156666719471,0.00732921847102343
"cs10",288,1448,0.0138121546961326,0.116750985475885,0,0,0,0,1,1,8.32287758834691,67.3167822716141,0.00306814778127264
"cs11",289,1448,0.00207182320441989,0.0454858174877304,0,0,0,0,1,1,21.8786571827374,477.005064937622,0.00119534074539505
"cs12",290,1448,0.0200276243093923,0.140143077483587,0,0,0,0,1,1,6.84501741602809,44.8852629659987,0.00368287831138519
"cs13",291,1448,0.00897790055248619,0.0943580767251757,0,0,0,0,1,1,10.4004450454585,106.242630556519,0.00247967520419172
"cscigs",292,1410,12.4539007092199,14.3999325649518,10,10.0390070921986,14.826,0,99,99,1.66465753898897,4.04615423705304,0.383487225854695
"cs14",293,1448,1.36325966850829,0.723256387874789,1,1.17844827586207,0,1,5,4,2.04390039667707,3.52290651669621,0.0190067558976419
"cs15",294,1448,1.45372928176796,0.712655788993299,1,1.31465517241379,0,1,5,4,1.71993748370267,3.00777019723754,0.0187281783438352
"cs16",295,1446,3.95781466113416,0.939861837129356,4,3.96718480138169,1.4826,1,7,6,-0.0611014365088887,0.418408920337553,0.0247160957530788
"b1_cgis",296,1446,3.95781466113416,0.939861837129356,4,3.96718480138169,1.4826,1,7,6,-0.0611014365088887,0.418408920337553,0.0247160957530788
"b1_resp",297,1446,0.275242047026279,0.446790682189134,0,0.219343696027634,0,0,1,1,1.00540377254171,-0.98984636076347,0.0117495155631584
"c1_cgis",298,1446,0,0,0,0,0,0,0,0,NA,NA,0
"cgisresp",299,1446,0.275242047026279,0.446790682189134,0,0.219343696027634,0,0,1,1,1.00540377254171,-0.98984636076347,0.0117495155631584
"drug01",300,1435,1.12822299651568,0.334454497305482,1,1.03568320278503,0,1,2,1,2.22163510089552,2.93771116353121,0.00882899131515655
"drug02",301,1437,1.7286012526096,0.444836116201216,2,1.78540399652476,0,1,2,1,-1.02708463633363,-0.945753841974128,0.0117346909486823
"drug03",302,1437,1.14265831593598,0.349845812867222,1,1.05386620330148,0,1,2,1,2.04143081847081,2.16895059926606,0.00922886506775993
"drug04",303,1435,1.18466898954704,0.388164077812552,1,1.10617928633594,0,1,2,1,1.62359829567075,0.636516447694111,0.0102468266968243
"drug05",304,1437,1.46276965901183,0.498785556294406,1,1.45351867940921,0,1,2,1,0.149180072034628,-1.97912111258943,0.013157866772971
"drug06",305,1435,1.67038327526132,0.470237846876462,2,1.71279373368146,0,1,2,1,-0.724163494718985,-1.4766147762401,0.0124134251432658
"drug07",306,1431,1.19986023759609,0.400034939075055,1,1.12489082969432,0,1,2,1,1.49951912612374,0.248732891818841,0.0105749447592044
"drug08",307,1435,1.60557491289199,0.488897231100779,2,1.63185378590078,0,1,2,1,-0.431589032674924,-1.81499425471305,0.0129059989988722
"drug09",308,1432,1.16969273743017,0.375493772104434,1,1.08726003490401,0,1,2,1,1.7580936121722,1.09165694205626,0.009922731256717
"drug10",309,1435,1.12822299651568,0.334454497305482,1,1.03568320278503,0,1,2,1,2.22163510089552,2.93771116353121,0.00882899131515655
"dai_ts",310,1435,5.02996515679443,3.87727631419754,6,5.42732811140122,2.9652,-10,10,20,-0.913005627811317,0.470679163171164,0.10235305304699
"calg1",311,1449,1.85093167701863,0.859542327401007,2,1.75710594315245,1.4826,1,4,3,0.720754870800222,-0.28659517554941,0.022580475094257
"calg2",312,1449,1.58247066942719,0.791178379756135,1,1.44186046511628,0,1,4,3,1.24552727815272,0.831986212359053,0.0207845304759067
"calg3",313,1449,1.60110420979986,0.869780499261307,1,1.442721791559,0,1,4,3,1.29935366595119,0.675676950426483,0.0228494354203892
"calg4",314,1449,1.42857142857143,0.737163230936669,1,1.26184323858742,0,1,4,3,1.66298111320756,1.95050538970331,0.0193655337799342
"calg5",315,1449,1.51966873706004,0.759693090561273,1,1.37037037037037,0,1,4,3,1.38327544810962,1.2360624567117,0.0199574010073094
"calg6",316,1449,1.432022084196,0.705911392838772,1,1.27734711455642,0,1,4,3,1.58911388744905,1.88531480845967,0.0185445371526325
"calg7",317,1448,1.43991712707182,0.839081996669947,1,1.23189655172414,0,1,4,3,1.91156101983511,2.62352273430957,0.0220505853196455
"calg8",318,1449,1.20496894409938,0.481798701405212,1,1.09388458225668,0,1,4,3,2.55366747269206,7.07217492245392,0.0126570190096644
"calg9",319,1449,1.49344375431332,0.655505643713761,1,1.38501291989664,0,1,4,3,1.06795355908784,0.348518507607103,0.0172203606386425
"calg_ts",320,1449,4.5527950310559,4.3835619598549,4,3.94918173987941,4.4478,0,22,22,1.06586941325882,0.711445029366492,0.11515769323185
"b1_calg",321,1449,4.5527950310559,4.3835619598549,4,3.94918173987941,4.4478,0,22,22,1.06586941325882,0.711445029366492,0.11515769323185
"interview_age",322,1458,40.5390946502058,11.1015241184347,42,40.7020547945205,11.8608,18,67,49,-0.153341619993342,-0.732686253180588,0.290739369838934
"race",323,1458,5.4039780521262,1.98364225624314,7,5.54623287671233,0,1,7,6,-0.488676908922939,-1.6612616270054,0.051949884845841
"exacer",324,1458,0.275720164609054,0.447029771830299,0,0.220034246575342,0,0,1,1,1.0027341464337,-0.995205403222295,0.011707325298277
"td",325,1458,0.15843621399177,0.365274818333606,0,0.0736301369863014,0,0,1,1,1.86889158607047,1.49378171306099,0.00956623337186581
"marital2",326,1458,0.113854595336077,0.317743564318613,0,0.0179794520547945,0,0,1,1,2.4288804057125,3.90213779956296,0.00832143070400278
"sigother",327,1458,0.179698216735254,0.384067623034529,0,0.100171232876712,0,0,1,1,1.66680073166993,0.778760219124145,0.0100584007659968
"psysoc_89",328,1458,1.78875171467764,0.408334185711661,2,1.86044520547945,0,1,2,1,-1.41332113906261,-0.00252367786170904,0.0106939211743334
"curreduccompleted",329,1458,2.8957475994513,1.64405579211135,2.5,2.72859589041096,2.2239,1,9,8,0.707724400897118,0.230354280445953,0.0430564073796651
"educ_yrs",330,1450,11.4948275862069,3.55550596133102,12,12.0461206896552,1.4826,1,21,20,-1.64380216819808,3.09005935225238,0.093372160958771
"par_educ",331,1457,3.50720658888126,3.35411981489985,2,3.2604970008569,2.9652,0,9,9,0.67983455183429,-1.10634415084708,0.087871653037164
"cgi_sev",332,1444,3.95706371191136,0.940111739771431,4,3.96626297577855,1.4826,1,7,6,-0.0596861161703271,0.418264772969431,0.024739782625564
"cgi_cat",333,1448,0.00552486187845304,0.0741494088588743,0,0,0,0,1,1,13.3280536519706,175.758395687814,0.00194860320318257
"employ",334,1458,2.73319615912209,0.657157052637721,3,2.91695205479452,0,0,3,3,-2.51266467413037,5.50009610062073,0.0172103780823962
"employ2",335,1439,0.0674079221681723,0.25081429491807,0,0,0,0,1,1,3.44710382671002,9.88939865101338,0.00661183318804222
"qol01a",336,1446,0.257261410788382,0.437275898263195,0,0.196891191709845,0,0,1,1,1.10946302398353,-0.76962260643262,0.0114992997321788
"qol01b",337,1446,0.163208852005533,0.369683967647271,0,0.079447322970639,0,0,1,1,1.8207889179643,1.31618394225519,0.0097217952488164
"qol01c",338,1446,0.109958506224066,0.312946259921531,0,0.0129533678756477,0,0,1,1,2.49098203400507,4.20790295789126,0.00822973060531222
"qol01d",339,1446,0.0656984785615491,0.247840003831935,0,0,0,0,1,1,3.50226894685749,10.2729936321684,0.00651759335698023
"qol01e",340,1446,0.0622406639004149,0.241675724642826,0,0,0,0,1,1,3.62019477641805,11.1134973364569,0.00635548770626875
"qol01f",341,1446,0.22268326417704,0.416191322898557,0,0.153713298791019,0,0,1,1,1.33171903689845,-0.226679735617787,0.0109448263372199
"qol01g",342,1446,0.243430152143845,0.429301022340106,0,0.179620034542314,0,0,1,1,1.19446449142964,-0.573649859245335,0.0112895797614903
"yrs_trt",343,1420,16.2443661971831,11.062262286026,15,15.6417253521127,13.3434,0,56,56,0.383608524776458,-0.660789182286188,0.29356196035383
"yrs_pres",344,1425,14.1136842105263,10.7731193501339,13,13.284837861525,13.3434,0,56,56,0.553442001014833,-0.50623527547853,0.285386903315518
"anti_beh",345,1457,1.25875085792725,1.53204124019209,1,0.997429305912596,1.4826,0,6,6,1.17210070081064,0.533138842539438,0.0401366092227108
"beh_cat",346,1457,1.79478380233356,0.867467719930875,2,1.68551842330763,1.4826,1,4,3,0.837066184398634,-0.155184085920337,0.0227260285002614
"sitetype",347,1458,8.78395061728395,3.76478503301963,9,8.93921232876712,4.4478,1,14,13,-0.158887771126792,-0.916807478111645,0.0985964824651037
"scrn_dy",348,1458,-11.3271604938272,9.72472682928509,-9,-10.021404109589,5.9304,-93,6,99,-2.47313692968266,10.719038590485,0.254682232821268
"olz_0",349,1458,0.264746227709191,0.441349366081409,0,0.206335616438356,0,0,1,1,1.06533479644405,-0.865654087634276,0.0115585603566129
"quet_0",350,1458,0.098079561042524,0.297524241897631,0,0,0,0,1,1,2.69991292675692,5.29316164937512,0.00779190403752597
"risp_0",351,1458,0.225651577503429,0.418154121821129,0,0.157534246575342,0,0,1,1,1.31128806603767,-0.280714731041594,0.0109510968563269
"zip_0",352,1458,0.0480109739368999,0.213862783583471,0,0,0,0,1,1,4.22400767729737,15.8531154618483,0.00560088238945569
"hal_0",353,1458,0.0576131687242798,0.233090445280284,0,0,0,0,1,1,3.7932349429501,12.3971355798268,0.00610443831435115
"deca_0",354,1458,0.0150891632373114,0.121949499569634,0,0,0,0,1,1,7.94719539096093,61.1998912270832,0.00319375252251831
"per_0",355,1458,0.0205761316872428,0.142009105939686,0,0,0,0,1,1,6.74738485518372,43.5570783342211,0.00371909636297004
"othr_0",356,1458,0.0823045267489712,0.274922409706887,0,0,0,0,1,1,3.03655848543326,7.22564470695856,0.00719998148903282
"allothr0",357,1458,0.213991769547325,0.410261787542951,0,0.142979452054795,0,0,1,1,1.39331555784068,-0.0587106132547688,0.010744403408642
"none_0",358,1458,0.283264746227709,0.450738477262981,0,0.229452054794521,0,0,1,1,0.961030008576326,-1.07715870365893,0.0118044531042353
"olzi_0",359,1458,0.220164609053498,0.414499690561424,0,0.150684931506849,0,0,1,1,1.34930600103741,-0.179495015065329,0.0108553904442855
"queti_0",360,1458,0.0651577503429355,0.246888688510347,0,0,0,0,1,1,3.52016130480423,10.3986691689821,0.00646580243866368
"rispi_0",361,1458,0.188614540466392,0.391336342190588,0,0.111301369863014,0,0,1,1,1.59030407203036,0.529431574244044,0.010248762269915
"dualmed0",362,1458,0.0857338820301783,0.280066744601828,0,0,0,0,1,1,2.95630947129039,6.74439288484757,0.00733470719602938
"allothi0",363,1458,0.157064471879287,0.363986389757056,0,0.0719178082191781,0,0,1,1,1.88303919163876,1.5468989814205,0.00953249053543793
"switch",364,1458,1.28875171467764,0.878881928444313,2,1.36044520547945,0,0,2,2,-0.595083844172621,-1.44334578318007,0.0230171619061216
"me0a",365,1458,0.868998628257888,0.337517622506704,1,0.960616438356164,0,0,1,1,-2.18504468027679,2.77632586729565,0.00883929628312785
"medad06_1",366,1271,2.22738001573564,0.839613322817285,2,2.15929203539823,0,1,4,3,0.677064778226787,0.0217275907731591,0.0235508478109369
"medad14_1",367,1269,1.31087470449173,0.762441459240085,1,1.09488692232055,0,1,4,3,2.54300291582972,5.4586320619558,0.0214030513199932
"capsules_1",368,1271,2.22738001573564,0.839613322817285,2,2.15929203539823,0,1,4,3,0.677064778226787,0.0217275907731591,0.0235508478109369
"dose1_1",369,1271,122.837922895358,195.439214853248,16,83.2050147492625,19.2738,1.5,800,798.5,1.75938840819105,2.19308008014688,5.48199877278446
"presreg1_1",370,1288,1.60248447204969,0.489574327647721,2,1.62790697674419,0,1,2,1,-0.41834261960687,-1.82640566152712,0.0136414553117151
"avgcaps1_1",371,1276,2.70689655172414,0.908512816379249,3,2.73091976516634,1.4826,1,4,3,-0.0109753711460483,-0.945713237702723,0.0254334760999076
"avgdose1_1",372,1276,146.434952978056,230.197091344799,24,95.3052837573386,28.1694,2,800,798,1.60835176401307,1.17979947152551,6.44428137438868
"moddose1_1",373,1276,148.068181818182,236.785851902767,24,93.2260273972603,28.1694,2,800,798,1.71068984828729,1.62554664356714,6.62873125903306
"catcaps1_1",374,1276,2.70689655172414,0.908512816379249,3,2.73091976516634,1.4826,1,4,3,-0.0109753711460483,-0.945713237702723,0.0254334760999076
"ecgint",375,1431,1.77917540181691,0.661751980124504,2,1.72052401746725,0,1,7,6,0.56490931914169,1.79661432488817,0.0174934485729953
"ecghr",376,1431,70.6988120195667,13.9014309265089,69,70.0034934497817,13.3434,41,117,76,0.451416885738204,-0.117924038669295,0.367485061333972
"ecgpr",377,1426,165.40252454418,20.4001539538677,160,164.726795096322,14.826,100,260,160,0.400429126087068,0.476037503006344,0.540223761066365
"ecgqrs",378,1431,93.9357092941999,9.23000902556084,90,94.0192139737991,14.826,59,160,101,0.818191173343427,5.69009251239323,0.243995776463793
"ecgqt",379,1425,375.631578947368,33.6845868270672,370,374.81069237511,29.652,250,500,250,0.254728846882486,0.45586546153557,0.892326503736349
"ecgqtc",380,1425,403.056842105263,26.5840884945885,405,403.943908851884,26.6868,261,473,212,-0.378011163686337,0.372113748958478,0.704229707883261
"ecgaxis",381,1430,347.901398601399,1658.99159408216,75,68.4702797202797,22.239,-80,9999,10079,5.63965474291844,29.839018343349,43.8708619010471
"crfint",382,1436,0.73050139275766,0.648076241373039,1,0.663478260869565,0,0,2,2,0.32847543827315,-0.729355397093022,0.017102077905488
"base11a_ecg",383,1435,1.76864111498258,0.643164276087391,2,1.71105308964317,0,1,3,2,0.25535248484299,-0.696600386779953,0.0169783688171128
"b1_qt",384,1430,402.872027972028,26.4735840336691,405,403.823426573427,26.6868,261,473,212,-0.399309508245211,0.370712465704881,0.700075246499016
"Sinus Bradycardia",385,1445,0.21522491349481,0.411120565097975,0,0.144338807260156,0,0,1,1,1.38440172776538,-0.0834881970262384,0.010815218005967
"0 Sinus Rhythm",386,1445,0.649826989619377,0.477189121398744,1,0.687121866897148,0,0,1,1,-0.627521862537433,-1.60732721277605,0.0125532625125999
"Sinus Arrhythmia",387,1445,0.119723183391003,0.324749945646824,0,0.0250648228176318,0,0,1,1,2.34034619162116,3.47962978136025,0.00854309357830189
"Late R-Wave Transition",388,1445,0.0961937716262976,0.294958875184021,0,0,0,0,1,1,2.73615620106275,5.49035174442735,0.0077593893585688
"none",389,1445,0,0,0,0,0,0,0,0,NA,NA,0
"R.A.D.",390,1445,0.0636678200692042,0.244244780596795,0,0,0,0,1,1,3.57043633750761,10.75546030175,0.00642526979487006
"Early Repolarisation - 0 Variant",391,1445,0.245674740484429,0.430635576092061,0,0.182368193604149,0,0,1,1,1.18034491335865,-0.607204659912699,0.0113285931961368
"0",392,1445,0.95916955017301,0.197965768782287,1,1,0,0,1,1,-4.63566796018203,19.5029157009659,0.00520782254370824
"Non Specific T Wave Changes",393,1445,0.110034602076125,0.313041219164585,0,0.0129645635263613,0,0,1,1,2.48973938138983,4.20171138241856,0.00823507583307556
"Early R-Wave Transition",394,1445,0.085121107266436,0.279158440260824,0,0,0,0,1,1,2.97029729013835,6.82739226717541,0.00734373234018844
"Prolonged QT Interval",395,1445,0.0775086505190311,0.267489393402825,0,0,0,0,1,1,3.15675296544132,7.97060671205975,0.00703675843422237
"Poor R-Wave Progression",396,1445,0.0705882352941176,0.256224451466065,0,0,0,0,1,1,3.34952102720214,9.22567709972838,0.00674041518794961
"itaq01",397,1444,1.55540166204986,0.65999846019057,2,1.68685121107266,0,0,2,2,-1.18686490450447,0.167420724458908,0.0173683805313308
"itaq02",398,1442,1.65603328710125,0.582769304901822,2,1.76603119584055,0,0,2,2,-1.48672471858695,1.16423897037546,0.0153466659070651
"itaq03",399,1443,1.63963963963964,0.619052905438101,2,1.76969696969697,0,0,2,2,-1.50453782853391,1.07069979692307,0.0162965097456498
"itaq04",400,1444,1.69875346260388,0.568250867116188,2,1.81833910034602,0,0,2,2,-1.73766554739138,1.97187355486007,0.0149539701872681
"itaq05",401,1444,1.58102493074792,0.602328631554078,2,1.67560553633218,0,0,2,2,-1.13063866115999,0.236773792687734,0.0158507534619494
"itaq06",402,1443,1.59251559251559,0.592603021819501,2,1.68398268398268,0,0,2,2,-1.14990025713892,0.297738012264158,0.0156002190370927
"itaq07",403,1444,1.68559556786704,0.537737610657094,2,1.77768166089965,0,0,2,2,-1.48556260660359,1.26477447353718,0.0141509897541341
"itaq08",404,1443,1.67706167706168,0.548298807389712,2,1.77229437229437,0,0,2,2,-1.47739060204682,1.22572698037788,0.0144339147424421
"itaq09",405,1443,1.61122661122661,0.577489262287148,2,1.6987012987013,0,0,2,2,-1.1850283852925,0.40081955093766,0.0152023507331905
"itaq10",406,1443,1.75814275814276,0.436376314104771,2,1.82683982683983,0,0,2,2,-1.32892377286101,0.12526465561194,0.0114875655910967
"itaq11",407,1444,1.69529085872576,0.499430013188032,2,1.76730103806228,0,0,2,2,-1.29043026848212,0.585474173625728,0.0131428950838956
"itaq_ts",408,1442,18.1532593619972,5.0367924374147,21,19.0147313691508,1.4826,0,22,22,-1.24075912378539,0.598729957976265,0.132639056535858
"mac1a",409,1398,0.318311874105866,5.22461488794046,0,0,0,0,98,98,18.5572353233371,343.089094328625,0.139733551698094
